Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	sound.id	marker	row	old.selec
16.9762047603888	17.0428260755815	PB_Lpa_0002_T1_Ashton_F_1m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0002_T1_Ashton_F_1m.wav	16.9762047603888	12	Spectrogram 1	1	0	7034.4	JG13_Lp019.WAV_1	end_marker	12	12
18.0428260755815	18.1157285699126	PB_Lpa_0002_T1_Ashton_F_1m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0002_T1_Ashton_F_1m.wav	18.0428260755815	13	Spectrogram 1	1	0	7469.5	JG13_Lp019.WAV_2	end_marker	13	13
19.1157285699126	19.1835970506382	PB_Lpa_0002_T1_Ashton_F_1m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0002_T1_Ashton_F_1m.wav	19.1157285699126	14	Spectrogram 1	1	0	7904.6	JG13_Lp019.WAV_3	end_marker	14	14
20.1835970506382	20.2489712002981	PB_Lpa_0002_T1_Ashton_F_1m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0002_T1_Ashton_F_1m.wav	20.1835970506382	15	Spectrogram 1	1	0	8847.4	JG13_Lp019.WAV_4	end_marker	15	15
21.2489712002981	21.3093113363525	PB_Lpa_0002_T1_Ashton_F_1m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0002_T1_Ashton_F_1m.wav	21.2489712002981	16	Spectrogram 1	1	0	7904.6	JG13_Lp019.WAV_5	end_marker	16	16
22.3093113363525	22.3657058941756	PB_Lpa_0002_T1_Ashton_F_1m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0002_T1_Ashton_F_1m.wav	22.3093113363525	17	Spectrogram 1	1	0	4769	JG13_Lp023.WAV_1	end_marker	17	17
23.3657058941756	23.427814737713	PB_Lpa_0002_T1_Ashton_F_1m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0002_T1_Ashton_F_1m.wav	23.3657058941756	18	Spectrogram 1	1	564.1	4820.2	JG13_Lp023.WAV_2	end_marker	18	18
24.427814737713	24.4927580483706	PB_Lpa_0002_T1_Ashton_F_1m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0002_T1_Ashton_F_1m.wav	24.427814737713	19	Spectrogram 1	1	512.8	3640.8	JG13_Lp023.WAV_3	end_marker	19	19
25.4927580483706	25.5605585018854	PB_Lpa_0002_T1_Ashton_F_1m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0002_T1_Ashton_F_1m.wav	25.4927580483706	20	Spectrogram 1	1	564.1	4051	JG13_Lp023.WAV_4	end_marker	20	20
26.5605585018854	26.6123952365793	PB_Lpa_0002_T1_Ashton_F_1m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0002_T1_Ashton_F_1m.wav	26.5605585018854	21	Spectrogram 1	1	503.7	5352.1	JG13_Lp027.WAV_1	end_marker	21	21
27.6123952365793	27.6665448964432	PB_Lpa_0002_T1_Ashton_F_1m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0002_T1_Ashton_F_1m.wav	27.6123952365793	22	Spectrogram 1	1	629.7	5541	JG13_Lp027.WAV_2	end_marker	22	22
28.6665448964432	28.7199235812505	PB_Lpa_0002_T1_Ashton_F_1m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0002_T1_Ashton_F_1m.wav	28.6665448964432	23	Spectrogram 1	1	566.7	4911.3	JG13_Lp027.WAV_3	end_marker	23	23
29.7199235812505	29.7748442161711	PB_Lpa_0002_T1_Ashton_F_1m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0002_T1_Ashton_F_1m.wav	29.7199235812505	24	Spectrogram 1	1	629.7	6800.3	JG13_Lp027.WAV_4	end_marker	24	24
30.7748442161711	30.8282229009784	PB_Lpa_0002_T1_Ashton_F_1m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0002_T1_Ashton_F_1m.wav	30.7748442161711	25	Spectrogram 1	1	377.8	6800.3	JG13_Lp027.WAV_5	end_marker	25	25
31.8282229009784	31.8800596356722	PB_Lpa_0002_T1_Ashton_F_1m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0002_T1_Ashton_F_1m.wav	31.8282229009784	26	Spectrogram 1	1	566.7	8626.3	JG13_Lp027.WAV_6	end_marker	26	26
32.8800596356722	32.9349802705929	PB_Lpa_0002_T1_Ashton_F_1m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0002_T1_Ashton_F_1m.wav	32.8800596356722	27	Spectrogram 1	1	440.8	8374.5	JG13_Lp027.WAV_7	end_marker	27	27
33.9349802705929	33.9945494315906	PB_Lpa_0002_T1_Ashton_F_1m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0002_T1_Ashton_F_1m.wav	33.9349802705929	28	Spectrogram 1	1	629.7	7933.7	JG13_Lp027.WAV_8	end_marker	28	28
34.9945494315906	35.0652750551734	PB_Lpa_0002_T1_Ashton_F_1m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0002_T1_Ashton_F_1m.wav	34.9945494315906	29	Spectrogram 1	1	1037.5	6640	JG13_Lp028.WAV_1	end_marker	29	29
36.0652750551734	36.13194172184	PB_Lpa_0002_T1_Ashton_F_1m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0002_T1_Ashton_F_1m.wav	36.0652750551734	30	Spectrogram 1	1	913	6557	JG13_Lp028.WAV_2	end_marker	30	30
37.13194172184	37.2067036266019	PB_Lpa_0002_T1_Ashton_F_1m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0002_T1_Ashton_F_1m.wav	37.13194172184	31	Spectrogram 1	1	539.5	6557	JG13_Lp028.WAV_3	end_marker	31	31
38.2067036266019	38.2733702932686	PB_Lpa_0002_T1_Ashton_F_1m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0002_T1_Ashton_F_1m.wav	38.2067036266019	32	Spectrogram 1	1	498	6557	JG13_Lp028.WAV_4	end_marker	32	32
39.2733702932686	39.3440959168514	PB_Lpa_0002_T1_Ashton_F_1m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0002_T1_Ashton_F_1m.wav	39.2733702932686	33	Spectrogram 1	1	539.5	5768.5	JG13_Lp028.WAV_5	end_marker	33	33
40.3440959168514	40.4127580483706	PB_Lpa_0002_T1_Ashton_F_1m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0002_T1_Ashton_F_1m.wav	40.3440959168514	34	Spectrogram 1	1	410.2	5640.7	JG13_Lp030.WAV_1	end_marker	34	34
41.4127580483706	41.47962879667	PB_Lpa_0002_T1_Ashton_F_1m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0002_T1_Ashton_F_1m.wav	41.4127580483706	35	Spectrogram 1	1	648.5	8680.3	JG13_Lp034.WAV_1	end_marker	35	35
42.47962879667	42.5474519259217	PB_Lpa_0002_T1_Ashton_F_1m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0002_T1_Ashton_F_1m.wav	42.47962879667	36	Spectrogram 1	1	698.4	5188.2	JG13_Lp034.WAV_2	end_marker	36	36
43.5474519259217	43.6085857127697	PB_Lpa_0002_T1_Ashton_F_1m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0002_T1_Ashton_F_1m.wav	43.5474519259217	37	Spectrogram 1	1	548.8	5238.1	JG13_Lp034.WAV_3	end_marker	37	37
44.6085857127697	44.667814737713	PB_Lpa_0002_T1_Ashton_F_1m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0002_T1_Ashton_F_1m.wav	44.6085857127697	38	Spectrogram 1	1	848.1	8580.5	JG13_Lp034.WAV_4	end_marker	38	38
45.667814737713	45.7346854860124	PB_Lpa_0002_T1_Ashton_F_1m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0002_T1_Ashton_F_1m.wav	45.667814737713	39	Spectrogram 1	1	748.3	4988.7	JG13_Lp034.WAV_5	end_marker	39	39
46.7346854860124	46.8111027195725	PB_Lpa_0002_T1_Ashton_F_1m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0002_T1_Ashton_F_1m.wav	46.7346854860124	40	Spectrogram 1	1	498.9	6684.8	JG13_Lp034.WAV_6	end_marker	40	40
47.8111027195725	47.8898328783026	PB_Lpa_0002_T1_Ashton_F_1m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0002_T1_Ashton_F_1m.wav	47.8111027195725	41	Spectrogram 1	1	698.4	7882.1	JG13_Lp039.WAV_1	end_marker	41	41
48.8898328783026	48.9647535132233	PB_Lpa_0002_T1_Ashton_F_1m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0002_T1_Ashton_F_1m.wav	48.8898328783026	42	Spectrogram 1	1	548.8	7981.9	JG13_Lp039.WAV_2	end_marker	42	42
49.9647535132232	50.0345947830645	PB_Lpa_0002_T1_Ashton_F_1m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0002_T1_Ashton_F_1m.wav	49.9647535132232	43	Spectrogram 1	1	449	7532.9	JG13_Lp039.WAV_3	end_marker	43	43
51.0345947830645	51.0974292501847	PB_Lpa_0002_T1_Ashton_F_1m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0002_T1_Ashton_F_1m.wav	51.0345947830645	44	Spectrogram 1	1	848.1	9478.5	JG13_Lp042.WAV_1	end_marker	44	44
52.0974292501847	52.1602637173049	PB_Lpa_0002_T1_Ashton_F_1m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0002_T1_Ashton_F_1m.wav	52.0974292501847	45	Spectrogram 1	1	748.3	6734.7	JG13_Lp042.WAV_2	end_marker	45	45
53.1602637173049	54.1602637173049	PB_Lpa_0002_T1_Ashton_F_1m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0002_T1_Ashton_F_1m.wav	53.1602637173049	46	Spectrogram 1	1	1172.32545392787	2648.15842700099	end_marker	end_marker	46	46
54.9192086454835	55.9192086454835	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	0.0620657883406395	47	Spectrogram 1	1	1172.32545392787	2648.15842700099	start_marker	end_marker	47	1
56.9192086454835	56.9924966273429	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	2.06206578834064	48	Spectrogram 1	1	495.8	4517.7	JG13_Lp007.WAV_1	end_marker	48	2
57.9924966273429	58.0685056976377	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	3.13535377020005	49	Spectrogram 1	1	743.8	4820.8	JG13_Lp007.WAV_2	end_marker	49	3
59.0685056976377	59.1526553575016	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	4.21136284049484	50	Spectrogram 1	1	716.2	4572.8	JG13_Lp007.WAV_3	end_marker	50	4
60.1526553575016	60.2178027497919	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	5.29551250035878	51	Spectrogram 1	1	743.8	6005.3	JG13_Lp007.WAV_4	end_marker	51	5
61.2178027497919	61.2910907316513	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	6.36065989264903	52	Spectrogram 1	1	743.8	4407.5	JG13_Lp007.WAV_5	end_marker	52	6
62.2910907316513	62.3589592123769	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	7.43394787450844	53	Spectrogram 1	1	743.8	4710.6	JG13_Lp007.WAV_6	end_marker	53	7
63.3589592123769	63.4322471942363	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	8.50181635523406	54	Spectrogram 1	1	661.1	4765.7	JG13_Lp007.WAV_7	end_marker	54	8
64.4322471942363	64.4919750853928	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	9.57510433709344	55	Spectrogram 1	1	771.3	4793.2	JG13_Lp007.WAV_8	end_marker	55	9
65.4919750853928	65.5652630672522	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	10.6348322282499	56	Spectrogram 1	1	716.2	4738.1	JG13_Lp007.WAV_9	end_marker	56	10
66.5652630672522	66.6276893711071	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	11.7081202101093	57	Spectrogram 1	1	633.6	4627.9	JG13_Lp007.WAV_10	end_marker	57	11
67.6276893711071	67.6943106862998	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	12.7705465139642	58	Spectrogram 1	1	0	7034.4	JG13_Lp019.WAV_1	end_marker	58	12
68.6943106862998	68.7672131806309	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	13.8371678291569	59	Spectrogram 1	1	0	7469.5	JG13_Lp019.WAV_2	end_marker	59	13
69.7672131806309	69.8350816613565	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	14.910070323488	60	Spectrogram 1	1	0	7904.6	JG13_Lp019.WAV_3	end_marker	60	14
70.8350816613565	70.9004558110164	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	15.9779388042136	61	Spectrogram 1	1	0	8847.4	JG13_Lp019.WAV_4	end_marker	61	15
71.9004558110164	71.9607959470708	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	17.0433129538735	62	Spectrogram 1	1	0	7904.6	JG13_Lp019.WAV_5	end_marker	62	16
72.9607959470708	73.0171905048939	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	18.1036530899279	63	Spectrogram 1	1	0	4769	JG13_Lp023.WAV_1	end_marker	63	17
74.0171905048939	74.0792993484313	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	19.160047647751	64	Spectrogram 1	1	564.1	4820.2	JG13_Lp023.WAV_2	end_marker	64	18
75.0792993484313	75.1442426590889	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	20.2221564912884	65	Spectrogram 1	1	512.8	3640.8	JG13_Lp023.WAV_3	end_marker	65	19
76.1442426590889	76.2120431126037	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	21.287099801946	66	Spectrogram 1	1	564.1	4051	JG13_Lp023.WAV_4	end_marker	66	20
77.2120431126037	77.2638798472976	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	22.3549002554608	67	Spectrogram 1	1	503.7	5352.1	JG13_Lp027.WAV_1	end_marker	67	21
78.2638798472976	78.3180295071615	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	23.4067369901547	68	Spectrogram 1	1	629.7	5541	JG13_Lp027.WAV_2	end_marker	68	22
79.3180295071615	79.3714081919688	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	24.4608866500186	69	Spectrogram 1	1	566.7	4911.3	JG13_Lp027.WAV_3	end_marker	69	23
80.3714081919688	80.4263288268894	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	25.5142653348259	70	Spectrogram 1	1	629.7	6800.3	JG13_Lp027.WAV_4	end_marker	70	24
81.4263288268894	81.4797075116967	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	26.5691859697465	71	Spectrogram 1	1	377.8	6800.3	JG13_Lp027.WAV_5	end_marker	71	25
82.4797075116967	82.5315442463905	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	27.6225646545538	72	Spectrogram 1	1	566.7	8626.3	JG13_Lp027.WAV_6	end_marker	72	26
83.5315442463905	83.5864648813112	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	28.6744013892476	73	Spectrogram 1	1	440.8	8374.5	JG13_Lp027.WAV_7	end_marker	73	27
84.5864648813112	84.6460340423089	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	29.7293220241683	74	Spectrogram 1	1	629.7	7933.7	JG13_Lp027.WAV_8	end_marker	74	28
85.6460340423089	85.7167596658917	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	30.788891185166	75	Spectrogram 1	1	1037.5	6640	JG13_Lp028.WAV_1	end_marker	75	29
86.7167596658917	86.7834263325583	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	31.8596168087488	76	Spectrogram 1	1	913	6557	JG13_Lp028.WAV_2	end_marker	76	30
87.7834263325583	87.8581882373202	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	32.9262834754154	77	Spectrogram 1	1	539.5	6557	JG13_Lp028.WAV_3	end_marker	77	31
88.8581882373202	88.9248549039869	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	34.0010453801773	78	Spectrogram 1	1	498	6557	JG13_Lp028.WAV_4	end_marker	78	32
89.9248549039869	89.9955805275697	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	35.067712046844	79	Spectrogram 1	1	539.5	5768.5	JG13_Lp028.WAV_5	end_marker	79	33
90.9955805275697	91.0642426590889	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	36.1384376704268	80	Spectrogram 1	1	410.2	5640.7	JG13_Lp030.WAV_1	end_marker	80	34
92.0642426590889	92.1311134073883	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	37.207099801946	81	Spectrogram 1	1	648.5	8680.3	JG13_Lp034.WAV_1	end_marker	81	35
93.1311134073883	93.19893653664	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	38.2739705502454	82	Spectrogram 1	1	698.4	5188.2	JG13_Lp034.WAV_2	end_marker	82	36
94.19893653664	94.260070323488	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	39.3417936794971	83	Spectrogram 1	1	548.8	5238.1	JG13_Lp034.WAV_3	end_marker	83	37
95.260070323488	95.3192993484313	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	40.4029274663451	84	Spectrogram 1	1	848.1	8580.5	JG13_Lp034.WAV_4	end_marker	84	38
96.3192993484313	96.3861700967307	PB_Lpa_0004_T1_Ashton_F_2m.wav	/home/marce/Dropbox/Projects/call_degradation_l_palavanensis/data/raw/recordings/PB_Lpa_0004_T1_Ashton_F_2m.wav	41.4621564912884	85	Spectrogram 1	1	748.3	4988.7	JG13_Lp034.WAV_5	end_marker	85	39
