"sound.files","selec","start","end","bottom.freq","top.freq","sound.id","marker","sex","distance","site","transect","reference","blur.ratio","spectrum.blur.ratio","excess.attenuation","envelope.correlation","spectrum.correlation","signal.to.noise.ratio","tail.to.noise.ratio","tail.to.signal.ratio","cross.correlation"
"PB_Lpa_0066_T3_Ashton_F_8m.wav_41",1,0.1,0.178730158730096,0.6984,7.8821,"JG13_Lp039.WAV_1","start_marker","females",8,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_41-1",0.23128427404567,0.636266254351246,13.4840174089984,0.48078945245766,-0.15632751663784,1.02642252266153,1.37795146061871,0.261194703087836,0.109674510689432
"PB_Lpa_0066_T3_Ashton_F_8m.wav_42",1,0.1,0.174920634920701,0.5488,7.9819,"JG13_Lp039.WAV_2","start_marker","females",8,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_42-1",0.203584056350812,0.657290663141463,11.6106148528889,0.699630376421731,-0.266409679274933,0.933931242950909,-0.266186057655872,-1.32911875515077,0.0256317173943748
"PB_Lpa_0066_T3_Ashton_F_8m.wav_43",1,0.1,0.169841269841298,0.449,7.5329,"JG13_Lp039.WAV_3","start_marker","females",8,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_43-1",0.143296370499043,0.678748851991611,13.0427914289861,0.828246307526435,-0.381770197046372,0.480589412766576,0.421679058521651,-0.165250475698123,-0.020855832515485
"PB_Lpa_0066_T3_Ashton_F_8m.wav_44",1,0.1,0.162834467120204,0.8481,9.4785,"JG13_Lp042.WAV_1","start_marker","females",8,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_44-1",0.176289164747637,0.651186288348291,13.8167056076504,0.804545896243509,-0.140369780801083,0.102140327708736,-0.625218523244559,-0.382207185256498,0.148059905446405
"PB_Lpa_0066_T3_Ashton_F_8m.wav_45",1,0.1,0.162834467120197,0.7483,6.7347,"JG13_Lp042.WAV_2","start_marker","females",8,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_45-1",0.231121887673508,0.584266436229757,11.8263200127689,0.770051019490058,-0.294466130375747,0.595170237213143,1.66711152216154,0.80594472286762,0.0663148521773625
"PB_Lpa_0068_T3_Ashton_F_16m.wav_2",1,0.1,0.17328798185941,0.4958,4.5177,"JG13_Lp007.WAV_1","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_2-1",0.259520086029369,0.518116400594166,9.71261616583342,0.442436580467938,-0.0853078526162932,2.09712784603313,0.260742254591034,-2.09125558334391,0.17424287849157
"PB_Lpa_0068_T3_Ashton_F_16m.wav_3",1,0.1,0.17600907029478,0.7438,4.8208,"JG13_Lp007.WAV_2","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_3-1",0.309062568196631,0.452283994777117,16.6970968376194,0.395994402043617,-0.0429954092765163,-1.66575305537401,-1.11158275536418,0.85005866768142,0.10388631128261
"PB_Lpa_0068_T3_Ashton_F_16m.wav_4",1,0.1,0.18414965986394,0.7162,4.5728,"JG13_Lp007.WAV_3","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_4-1",0.212778367021026,0.447290528366139,11.2311942419537,0.623889838733852,0.167857904243496,1.56856165008465,1.15021474892394,-0.376698438966203,0.109734193489679
"PB_Lpa_0068_T3_Ashton_F_16m.wav_5",1,0.1,0.16514739229025,0.7438,6.0053,"JG13_Lp007.WAV_4","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_5-1",0.2649853027319,0.529316929168531,12.4987134838681,0.413295590565942,-0.556608552405271,0.664155546845598,-0.0659805348974102,-0.953764580913006,0.0557557096973143
"PB_Lpa_0068_T3_Ashton_F_16m.wav_6",1,0.1,0.17328798185941,0.7438,4.4075,"JG13_Lp007.WAV_5","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_6-1",0.277725311455958,0.469277250157864,7.59759717797992,0.616399568920402,-0.310317912573446,0.876562395895085,0.253777369204878,-0.569823361981226,0.048742251332279
"PB_Lpa_0068_T3_Ashton_F_16m.wav_7",1,0.1,0.167868480725622,0.7438,4.7106,"JG13_Lp007.WAV_6","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_7-1",0.182391790395293,0.569922386196922,8.75270833445838,0.80503334017828,-0.316197631990585,0.866048804575218,0.965180246740759,-0.190305527577657,0.0760738640205785
"PB_Lpa_0068_T3_Ashton_F_16m.wav_8",1,0.1,0.173287981859419,0.6611,4.7657,"JG13_Lp007.WAV_7","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_8-1",0.209624750244185,0.540403377562814,8.62362599283812,0.766687573950587,-0.275783234446142,-0.0709903229482704,-2.2993088879848,-2.08598775522245,0.0916702681871882
"PB_Lpa_0068_T3_Ashton_F_16m.wav_9",1,0.1,0.159727891156498,0.7713,4.7932,"JG13_Lp007.WAV_8","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_9-1",0.261612629274862,0.541388286707536,7.8476282586992,0.255727509117915,-0.366377600113556,-1.12648399319253,-2.65543541354595,-1.7835505315518,0.0733143487279259
"PB_Lpa_0068_T3_Ashton_F_16m.wav_10",1,0.1,0.173287981859401,0.7162,4.7381,"JG13_Lp007.WAV_9","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_10-1",0.2221167483766,0.53971106516875,8.87041541486881,0.590165434247119,-0.399454033946658,1.01736143280006,0.209844368927787,-0.827095155590619,0.187477699589735
"PB_Lpa_0068_T3_Ashton_F_16m.wav_11",1,0.1,0.162426303854899,0.6336,4.6279,"JG13_Lp007.WAV_10","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_11-1",0.206791593237818,0.470782877947926,10.437977567451,0.367384335373444,0.134858056812012,-0.228130900822989,2.84598002527541,3.00310464514935,0.144195708328563
"PB_Lpa_0068_T3_Ashton_F_16m.wav_12",1,0.1,0.166621315192702,0,7.0344,"JG13_Lp019.WAV_1","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_12-1",0.185217252679767,0.697549984220765,18.0339082585241,0.790728033456697,-0.227910690150319,1.06436125419998,0.550118145762204,-0.694191716351292,-0.0174896515921645
"PB_Lpa_0068_T3_Ashton_F_16m.wav_13",1,0.1,0.1729024943311,0,7.4695,"JG13_Lp019.WAV_2","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_13-1",0.238882797361469,0.65070533733549,16.4090260378233,0.592999956517604,-0.163276376755793,0.560457766997911,0.275956564493094,-0.459143665405036,0.0789598272726934
"PB_Lpa_0068_T3_Ashton_F_16m.wav_14",1,0.1,0.1678684807256,0,7.9046,"JG13_Lp019.WAV_3","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_14-1",0.171865992939439,0.681822344652582,18.5059704931155,0.806030175244064,-0.173794693111447,1.866607364052,2.22219385893094,0.228203793392748,0.0406687814426954
"PB_Lpa_0068_T3_Ashton_F_16m.wav_15",1,0.1,0.165374149659899,0,8.8474,"JG13_Lp019.WAV_4","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_15-1",0.130932080486224,0.757528797658638,20.0552436980621,0.762990109167415,-0.257752194982427,-0.74324514419544,-0.842548357614443,0.0676177879320273,-0.0567516085874738
"PB_Lpa_0068_T3_Ashton_F_16m.wav_16",1,0.1,0.1603401360544,0,7.9046,"JG13_Lp019.WAV_5","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_16-1",0.1456324626626,0.662568337432691,19.5421170156812,0.694072627536812,-0.248557579646655,-0.104848972451821,-0.32702735558532,-0.309612697716311,0.00583841066706816
"PB_Lpa_0068_T3_Ashton_F_16m.wav_17",1,0.1,0.156394557823101,0,4.769,"JG13_Lp023.WAV_1","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_17-1",0.103504695943949,0.671359966461087,9.16738959317308,0.915774665213867,-0.156567224520616,1.29902536028154,0.877405419936364,-0.412504862549497,0.223709208097787
"PB_Lpa_0068_T3_Ashton_F_16m.wav_18",1,0.1,0.162108843537402,0.5641,4.8202,"JG13_Lp023.WAV_2","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_18-1",0.219329203500429,0.677461885276927,11.0762429524904,0.758695666160957,-0.394293637800951,0.0717031814162685,-0.320627369089429,-0.315784306616269,0.110065336815263
"PB_Lpa_0068_T3_Ashton_F_16m.wav_19",1,0.1,0.164943310657597,0.5128,3.6408,"JG13_Lp023.WAV_3","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_19-1",0.168077130244418,0.685627523631211,7.643627030584,0.824498427817341,-0.333820737418252,3.54071603486991,2.56056266929638,-1.88860522488351,0.0430259576235357
"PB_Lpa_0068_T3_Ashton_F_16m.wav_20",1,0.1,0.167800453514803,0.5641,4.051,"JG13_Lp023.WAV_4","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_20-1",0.230175272299999,0.725579175657424,13.1051194602101,0.754191231623021,-0.054644671204562,1.2750697967178,0.986872326687435,-0.660815936430814,0.178805678720085
"PB_Lpa_0068_T3_Ashton_F_16m.wav_21",1,0.1,0.1518367346939,0.5037,5.3521,"JG13_Lp027.WAV_1","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_21-1",0.169994331180558,0.604110343301412,13.3647179112685,0.771459161038359,-0.214923902212178,0.451072642114427,0.115389934127575,-0.25954897204026,0.149851195365138
"PB_Lpa_0068_T3_Ashton_F_16m.wav_22",1,0.1,0.154149659863899,0.6297,5.541,"JG13_Lp027.WAV_2","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_22-1",0.194392634452663,0.636840600589825,9.34541050445192,0.681207862190851,-0.192488411693166,-0.548245506519375,0.947691276344928,1.69500779102275,0.207199773593279
"PB_Lpa_0068_T3_Ashton_F_16m.wav_23",1,0.1,0.153378684807299,0.5667,4.9113,"JG13_Lp027.WAV_3","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_23-1",0.125229484125924,0.631026731620522,10.4614264630544,0.853787939001525,-0.380677995133465,0.331556617363971,0.214419566516301,0.300691673719394,0.0885339148074783
"PB_Lpa_0068_T3_Ashton_F_16m.wav_24",1,0.1,0.154920634920599,0.6297,6.8003,"JG13_Lp027.WAV_4","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_24-1",0.212605654048719,0.713740453406465,14.0619187028203,0.564323830212274,-0.381851408743494,-0.422789283417476,-1.6618523194217,-1.15519320659193,-0.0630611957813009
"PB_Lpa_0068_T3_Ashton_F_16m.wav_25",1,0.1,0.153378684807303,0.3778,6.8003,"JG13_Lp027.WAV_5","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_25-1",0.210850185645057,0.664599738729314,12.7428771501503,0.440266680417366,-0.330484949087286,-0.8084543577634,-0.563653365405143,0.444846405113067,-0.0271281775125609
"PB_Lpa_0068_T3_Ashton_F_16m.wav_26",1,0.1,0.151836734693797,0.5667,8.6263,"JG13_Lp027.WAV_6","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_26-1",0.156207272929051,0.681422079843962,13.7836096952122,0.835300549999248,-0.303606163077751,0.264755176232287,0.0731645556612923,0.0832363533233277,-0.0655444651442123
"PB_Lpa_0068_T3_Ashton_F_16m.wav_27",1,0.1,0.154920634920702,0.4408,8.3745,"JG13_Lp027.WAV_7","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_27-1",0.0970418285639802,0.691842144053602,20.1064549760688,0.926253997797247,-0.305529810220546,1.61250172107422,0.39341396049258,-1.40385880355646,-0.00987454798451849
"PB_Lpa_0068_T3_Ashton_F_16m.wav_28",1,0.1,0.1595691609977,0.6297,7.9337,"JG13_Lp027.WAV_8","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_28-1",0.27584819653502,0.753232561961965,17.1547032537602,0.318672231724017,-0.39476260995829,-1.65572393271408,-2.56462554355461,-0.458828005431602,-0.138442438356635
"PB_Lpa_0068_T3_Ashton_F_16m.wav_29",1,0.1,0.170725623582799,1.0375,6.64,"JG13_Lp028.WAV_1","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_29-1",0.252342018483781,0.634302115589062,17.1486069649566,0.501161180933051,-0.336861062614029,-0.785871368756097,-0.379342479278097,0.606956239546556,0.000234540364857356
"PB_Lpa_0068_T3_Ashton_F_16m.wav_30",1,0.1,0.166666666666599,0.913,6.557,"JG13_Lp028.WAV_2","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_30-1",0.185966420209563,0.688159720467248,17.6169733522081,0.737401614672253,-0.417497783410128,0.350652241249717,-0.615892420084634,-0.802113737303501,0.0114611407485608
"PB_Lpa_0068_T3_Ashton_F_16m.wav_31",1,0.1,0.1747619047619,0.5395,6.557,"JG13_Lp028.WAV_3","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_31-1",0.282319079377651,0.710776546615494,16.3306711028626,0.541407207765868,-0.383277062608636,0.83171759857416,0.750733505825409,-0.471837484478834,-0.0286845222266019
"PB_Lpa_0068_T3_Ashton_F_16m.wav_32",1,0.1,0.166666666666698,0.498,6.557,"JG13_Lp028.WAV_4","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_32-1",0.176600505471869,0.665484319555567,14.5622313526641,0.865717931852486,-0.121759456268845,-1.25747497016464,-1.02271031476186,0.446360830727013,0.131007888941724
"PB_Lpa_0068_T3_Ashton_F_16m.wav_33",1,0.1,0.170725623582803,0.5395,5.7685,"JG13_Lp028.WAV_5","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_33-1",0.246829258210604,0.661091887634527,10.6804668529236,0.587888955826213,-0.397096028593395,-1.15643166532841,-0.743365516622075,0.746723896955505,0.0148241518389018
"PB_Lpa_0068_T3_Ashton_F_16m.wav_34",1,0.1,0.168662131519197,0.4102,5.6407,"JG13_Lp030.WAV_1","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_34-1",0.302754883990447,0.714191287222237,11.888491341825,0.457882613198927,-0.173368525464324,-0.105268303547059,-0.0688443171966668,0.206623721815268,0.144556821388507
"PB_Lpa_0068_T3_Ashton_F_16m.wav_35",1,0.1,0.166870748299401,0.6485,8.6803,"JG13_Lp034.WAV_1","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_35-1",0.246794011071586,0.69639007253901,22.4428300230569,0.665538628640379,-0.132017403646953,-2.101502778554,-4.30340741791566,-1.79273556531627,0.0996505234385028
"PB_Lpa_0068_T3_Ashton_F_16m.wav_36",1,0.1,0.1678231292517,0.6984,5.1882,"JG13_Lp034.WAV_2","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_36-1",0.30230874972343,0.639697664954548,15.1695397632843,0.398945703363728,-0.136882729497849,-0.199387833147078,0.198269585507935,0.410382621363388,0.236587617720024
"PB_Lpa_0068_T3_Ashton_F_16m.wav_37",1,0.1,0.161133786848004,0.5488,5.2381,"JG13_Lp034.WAV_3","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_37-1",0.237444231053792,0.606413024675932,13.5650520525597,0.603836906563853,-0.131465105370087,1.89443455810738,4.20352212609172,2.10180179195939,0.161457945258244
"PB_Lpa_0068_T3_Ashton_F_16m.wav_38",1,0.1,0.159229024943299,0.8481,8.5805,"JG13_Lp034.WAV_4","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_38-1",0.274645815555002,0.737448798498236,19.2718048869033,0.25328654444682,-0.288482895370756,2.22471833180489,4.04172309447366,1.44643408335012,-0.0049752246816409
"PB_Lpa_0068_T3_Ashton_F_16m.wav_39",1,0.1,0.166870748299401,0.7483,4.9887,"JG13_Lp034.WAV_5","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_39-1",0.301800361061093,0.570028145445694,8.05185768092131,0.317669266276855,-0.27273777899022,1.31580068052404,0.738271182026981,-0.640263287880751,0.0804525005781029
"PB_Lpa_0068_T3_Ashton_F_16m.wav_40",1,0.1,0.1764172335601,0.4989,6.6848,"JG13_Lp034.WAV_6","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_40-1",0.310695623479674,0.70012940672487,15.2319864681104,0.392142985346829,-0.360389405980248,-0.225912632304303,-1.30112037748171,-1.13433670996405,0.041606801602668
"PB_Lpa_0068_T3_Ashton_F_16m.wav_41",1,0.1,0.178730158730096,0.6984,7.8821,"JG13_Lp039.WAV_1","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_41-1",0.18663081075219,0.685274111270961,16.2212922096234,0.808935460426209,-0.266997109171472,0.220012795406858,1.81628915233873,1.61282093134972,0.113487046574844
"PB_Lpa_0068_T3_Ashton_F_16m.wav_42",1,0.1,0.174920634920701,0.5488,7.9819,"JG13_Lp039.WAV_2","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_42-1",0.254841833262079,0.711751452015197,19.2174349729732,0.32781926879389,-0.401270707683197,-0.671584484161236,-1.13877879810016,-0.453390583445237,0.00639747845424049
"PB_Lpa_0068_T3_Ashton_F_16m.wav_43",1,0.1,0.169841269841298,0.449,7.5329,"JG13_Lp039.WAV_3","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_43-1",0.237695707702363,0.661883496026544,17.0603124046432,0.265949442043838,-0.421514604250747,0.752157780051688,1.20344097479013,0.470396233855453,-0.0128521269776014
"PB_Lpa_0068_T3_Ashton_F_16m.wav_44",1,0.1,0.162834467120204,0.8481,9.4785,"JG13_Lp042.WAV_1","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_44-1",0.152061439425649,0.708824698031021,20.1216111176241,0.813665113391515,-0.179467424226734,0.443535494044638,0.615842677940459,0.278153627527438,0.227533616672444
"PB_Lpa_0068_T3_Ashton_F_16m.wav_45",1,0.1,0.162834467120197,0.7483,6.7347,"JG13_Lp042.WAV_2","start_marker","females",16,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_45-1",0.258772701913147,0.652524677191155,15.7821470734979,0.587350870035253,-0.41584681960838,0.292010900019896,0.782204568772509,0.233178801856626,0.0331867570788184
"PB_Lpa_0070_T3_Ashton_F_20m.wav_2",1,0.1,0.17328798185941,0.4958,4.5177,"JG13_Lp007.WAV_1","start_marker","females",20,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_2-1",0.225102911029346,0.474087947472996,12.8067362381616,0.516240173430627,-0.253529833994696,-0.100589683462487,-0.631697939871442,-0.112548387207955,0.0848212808902825
"PB_Lpa_0070_T3_Ashton_F_20m.wav_3",1,0.1,0.17600907029478,0.7438,4.8208,"JG13_Lp007.WAV_2","start_marker","females",20,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_3-1",0.337629938675571,0.490700706499692,13.5940879731394,0.150211008582278,-0.435764339774318,0.432306918668297,2.21085249269136,1.61138574793045,-0.0304954224224199
"PB_Lpa_0070_T3_Ashton_F_20m.wav_4",1,0.1,0.18414965986394,0.7162,4.5728,"JG13_Lp007.WAV_3","start_marker","females",20,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_4-1",0.272384509543622,0.404943017943152,12.9462580231504,0.260089378963501,-0.207490013298916,0.29579906677848,2.06804270035244,1.79119464757632,0.033819982752164
"PB_Lpa_0070_T3_Ashton_F_20m.wav_5",1,0.1,0.16514739229025,0.7438,6.0053,"JG13_Lp007.WAV_4","start_marker","females",20,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_5-1",0.217048173915969,0.587945022521048,18.1490517863325,0.58375250163786,-0.511697714122456,2.87297629247361,2.9966745549581,-0.274644242661818,-0.0153746591236969
"PB_Lpa_0070_T3_Ashton_F_20m.wav_6",1,0.1,0.17328798185941,0.7438,4.4075,"JG13_Lp007.WAV_5","start_marker","females",20,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_6-1",0.358272907240472,0.434963240257847,15.0406294200636,0.0822200974620564,-0.292482307412969,-0.232815506281658,0.346433838811946,0.463742506904871,-0.0435789213641405
"PB_Lpa_0070_T3_Ashton_F_20m.wav_7",1,0.1,0.167868480725622,0.7438,4.7106,"JG13_Lp007.WAV_6","start_marker","females",20,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_7-1",0.230642857475945,0.533776224544168,13.2100436480473,0.589421493246435,-0.381759031190758,-2.94143238554935,-5.32373664599148,-2.06647873137339,-0.0291533342504052
"PB_Lpa_0070_T3_Ashton_F_20m.wav_8",1,0.1,0.173287981859419,0.6611,4.7657,"JG13_Lp007.WAV_7","start_marker","females",20,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_8-1",0.216980104576829,0.525831408636823,13.7118453927649,0.621183255363972,-0.329092370171598,2.03523885201574,1.55896337466983,-0.902723543514337,-0.0141250918435248
"PB_Lpa_0070_T3_Ashton_F_20m.wav_9",1,0.1,0.159727891156498,0.7713,4.7932,"JG13_Lp007.WAV_8","start_marker","females",20,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_9-1",0.256343023050677,0.549569794634925,12.178516748366,0.441551747854978,-0.372543932417914,-1.10260622080563,-1.38969614449322,-0.218152801274467,-0.0780083272295344
"PB_Lpa_0070_T3_Ashton_F_20m.wav_10",1,0.1,0.173287981859401,0.7162,4.7381,"JG13_Lp007.WAV_9","start_marker","females",20,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_10-1",0.136273963304572,0.588991409626293,13.8203998417504,0.905429637274941,-0.494821825510672,2.26879357208286,1.08995040380488,-1.45550155637327,-0.0303276511956837
"PB_Lpa_0070_T3_Ashton_F_20m.wav_11",1,0.1,0.162426303854899,0.6336,4.6279,"JG13_Lp007.WAV_10","start_marker","females",20,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_11-1",0.192315415405569,0.549598806333197,16.5193511072276,0.543674072450324,-0.369499031713384,2.15811575647966,-1.16786439840689,-3.34887064340357,-0.00188147539710993
"PB_Lpa_0070_T3_Ashton_F_20m.wav_12",1,0.1,0.166621315192702,0,7.0344,"JG13_Lp019.WAV_1","start_marker","females",20,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_12-1",0.208204980708047,0.633429416514896,18.2580234805652,0.74896270595319,0.0742404940594854,-0.752776509485959,-0.234010351190784,0.832243298874199,0.150058626635997
"PB_Lpa_0070_T3_Ashton_F_20m.wav_13",1,0.1,0.1729024943311,0,7.4695,"JG13_Lp019.WAV_2","start_marker","females",20,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_13-1",0.177888832305513,0.648660208329993,20.4172623827644,0.871031949193721,0.110608673720626,0.545618016555394,-0.463772778672023,-1.08435206331019,0.0704504091566959
"PB_Lpa_0070_T3_Ashton_F_20m.wav_14",1,0.1,0.1678684807256,0,7.9046,"JG13_Lp019.WAV_3","start_marker","females",20,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_14-1",0.143388482456118,0.669213323366654,20.3749527550877,0.84132875257276,-0.0950329103258762,0.862949547110157,0.194525455741548,-0.840262237379993,0.103952199940179
"PB_Lpa_0070_T3_Ashton_F_20m.wav_15",1,0.1,0.165374149659899,0,8.8474,"JG13_Lp019.WAV_4","start_marker","females",20,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_15-1",0.120024597936137,0.736617883502798,23.6942138166944,0.858356986000631,-0.0724864990303162,2.67408412505353,3.12544837074939,-0.163776600983865,0.0336274718050433
"PB_Lpa_0070_T3_Ashton_F_20m.wav_16",1,0.1,0.1603401360544,0,7.9046,"JG13_Lp019.WAV_5","start_marker","females",20,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_16-1",0.159855214036541,0.665316545436318,20.5471158729168,0.596819907890388,-0.199262881758508,-0.124412744197174,2.32970236193494,2.28304177268765,-0.0580355480498493
"PB_Lpa_0070_T3_Ashton_F_20m.wav_17",1,0.1,0.156394557823101,0,4.769,"JG13_Lp023.WAV_1","start_marker","females",20,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_17-1",0.135557256775353,0.700317951269389,9.80259131803819,0.804885382041769,0.0470067429699357,2.22825218180201,7.79651306436295,5.46906705028472,0.144512543364132
"PB_Lpa_0070_T3_Ashton_F_20m.wav_18",1,0.1,0.162108843537402,0.5641,4.8202,"JG13_Lp023.WAV_2","start_marker","females",20,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_18-1",0.253210072678741,0.652584519065276,9.24147241020406,0.600258260634426,-0.187967996400008,0.118994042289413,5.27145636009143,4.85360133156819,0.125798653135634
"PB_Lpa_0070_T3_Ashton_F_20m.wav_19",1,0.1,0.164943310657597,0.5128,3.6408,"JG13_Lp023.WAV_3","start_marker","females",20,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_19-1",0.274506553847925,0.613736733541972,9.68018415499686,0.34052236568057,-0.0768522078058289,0.527568841948428,0.819709182151943,0.150816248317596,0.121239063523549
"PB_Lpa_0070_T3_Ashton_F_20m.wav_20",1,0.1,0.167800453514803,0.5641,4.051,"JG13_Lp023.WAV_4","start_marker","females",20,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_20-1",0.294025788175985,0.754154392697495,13.4357280522061,0.440093974933264,-0.115458104343296,-4.57317313331641,-4.16725420962335,1.1062199029959,0.159108225193432
"PB_Lpa_0070_T3_Ashton_F_20m.wav_21",1,0.1,0.1518367346939,0.5037,5.3521,"JG13_Lp027.WAV_1","start_marker","females",20,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_21-1",0.145352418746918,0.608409837329115,12.9454113221744,0.900547169378892,-0.215523352880159,0.761435660031244,3.89231698879596,3.45955331811434,0.0863602164687302
"PB_Lpa_0070_T3_Ashton_F_20m.wav_22",1,0.1,0.154149659863899,0.6297,5.541,"JG13_Lp027.WAV_2","start_marker","females",20,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_22-1",0.210151897893642,0.65010935175557,19.0015721684959,0.602042544799145,-0.224484150062045,-2.01792119872643,-4.35165620397055,-2.1171732784948,0.0854361881980077
"PB_Lpa_0070_T3_Ashton_F_20m.wav_23",1,0.1,0.153378684807299,0.5667,4.9113,"JG13_Lp027.WAV_3","start_marker","females",20,"Ashton","T3","PB_Lpa_0002_T1_Ashton_F_1m.wav_23-1",0.140577459471951,0.640803370871405,17.6335973496894,0.794725386748259,-0.219611297335804,4.69487333952993,0.620489898046409,-4.81346567994052,0.0824823748229691
