"sound.files","selec","start","end","bottom.freq","top.freq","sound.id"
"master_l.palavanensis_females.wav",1,1,2,1.17232545392787,2.64815842700099,"start_marker"
"master_l.palavanensis_females.wav",2,3,3.07328798185941,0.4958,4.5177,"JG13_Lp007.WAV_1"
"master_l.palavanensis_females.wav",3,4.07328798185941,4.14929705215419,0.7438,4.8208,"JG13_Lp007.WAV_2"
"master_l.palavanensis_females.wav",4,5.1492970521542,5.23344671201814,0.7162,4.5728,"JG13_Lp007.WAV_3"
"master_l.palavanensis_females.wav",5,6.23344671201814,6.29859410430839,0.7438,6.0053,"JG13_Lp007.WAV_4"
"master_l.palavanensis_females.wav",6,7.29859410430839,7.3718820861678,0.7438,4.4075,"JG13_Lp007.WAV_5"
"master_l.palavanensis_females.wav",7,8.3718820861678,8.43975056689342,0.7438,4.7106,"JG13_Lp007.WAV_6"
"master_l.palavanensis_females.wav",8,9.43975056689342,9.51303854875284,0.6611,4.7657,"JG13_Lp007.WAV_7"
"master_l.palavanensis_females.wav",9,10.5130385487528,10.5727664399093,0.7713,4.7932,"JG13_Lp007.WAV_8"
"master_l.palavanensis_females.wav",10,11.5727664399093,11.6460544217687,0.7162,4.7381,"JG13_Lp007.WAV_9"
"master_l.palavanensis_females.wav",11,12.6460544217687,12.7084807256236,0.6336,4.6279,"JG13_Lp007.WAV_10"
"master_l.palavanensis_females.wav",12,13.7084807256236,13.7751020408163,0,7.0344,"JG13_Lp019.WAV_1"
"master_l.palavanensis_females.wav",13,14.7751020408163,14.8480045351474,0,7.4695,"JG13_Lp019.WAV_2"
"master_l.palavanensis_females.wav",14,15.8480045351474,15.915873015873,0,7.9046,"JG13_Lp019.WAV_3"
"master_l.palavanensis_females.wav",15,16.915873015873,16.9812471655329,0,8.8474,"JG13_Lp019.WAV_4"
"master_l.palavanensis_females.wav",16,17.9812471655329,18.0415873015873,0,7.9046,"JG13_Lp019.WAV_5"
"master_l.palavanensis_females.wav",17,19.0415873015873,19.0979818594104,0,4.769,"JG13_Lp023.WAV_1"
"master_l.palavanensis_females.wav",18,20.0979818594104,20.1600907029478,0.5641,4.8202,"JG13_Lp023.WAV_2"
"master_l.palavanensis_females.wav",19,21.1600907029478,21.2250340136054,0.5128,3.6408,"JG13_Lp023.WAV_3"
"master_l.palavanensis_females.wav",20,22.2250340136054,22.2928344671202,0.5641,4.051,"JG13_Lp023.WAV_4"
"master_l.palavanensis_females.wav",21,23.2928344671202,23.3446712018141,0.5037,5.3521,"JG13_Lp027.WAV_1"
"master_l.palavanensis_females.wav",22,24.3446712018141,24.398820861678,0.6297,5.541,"JG13_Lp027.WAV_2"
"master_l.palavanensis_females.wav",23,25.398820861678,25.4521995464853,0.5667,4.9113,"JG13_Lp027.WAV_3"
"master_l.palavanensis_females.wav",24,26.4521995464853,26.5071201814059,0.6297,6.8003,"JG13_Lp027.WAV_4"
"master_l.palavanensis_females.wav",25,27.5071201814059,27.5604988662132,0.3778,6.8003,"JG13_Lp027.WAV_5"
"master_l.palavanensis_females.wav",26,28.5604988662132,28.612335600907,0.5667,8.6263,"JG13_Lp027.WAV_6"
"master_l.palavanensis_females.wav",27,29.612335600907,29.6672562358277,0.4408,8.3745,"JG13_Lp027.WAV_7"
"master_l.palavanensis_females.wav",28,30.6672562358277,30.7268253968254,0.6297,7.9337,"JG13_Lp027.WAV_8"
"master_l.palavanensis_females.wav",29,31.7268253968254,31.7975510204082,1.0375,6.64,"JG13_Lp028.WAV_1"
"master_l.palavanensis_females.wav",30,32.7975510204082,32.8642176870748,0.913,6.557,"JG13_Lp028.WAV_2"
"master_l.palavanensis_females.wav",31,33.8642176870748,33.9389795918367,0.5395,6.557,"JG13_Lp028.WAV_3"
"master_l.palavanensis_females.wav",32,34.9389795918367,35.0056462585034,0.498,6.557,"JG13_Lp028.WAV_4"
"master_l.palavanensis_females.wav",33,36.0056462585034,36.0763718820862,0.5395,5.7685,"JG13_Lp028.WAV_5"
"master_l.palavanensis_females.wav",34,37.0763718820862,37.1450340136054,0.4102,5.6407,"JG13_Lp030.WAV_1"
"master_l.palavanensis_females.wav",35,38.1450340136054,38.2119047619048,0.6485,8.6803,"JG13_Lp034.WAV_1"
"master_l.palavanensis_females.wav",36,39.2119047619048,39.2797278911565,0.6984,5.1882,"JG13_Lp034.WAV_2"
"master_l.palavanensis_females.wav",37,40.2797278911565,40.3408616780045,0.5488,5.2381,"JG13_Lp034.WAV_3"
"master_l.palavanensis_females.wav",38,41.3408616780045,41.4000907029478,0.8481,8.5805,"JG13_Lp034.WAV_4"
"master_l.palavanensis_females.wav",39,42.4000907029478,42.4669614512472,0.7483,4.9887,"JG13_Lp034.WAV_5"
"master_l.palavanensis_females.wav",40,43.4669614512472,43.5433786848073,0.4989,6.6848,"JG13_Lp034.WAV_6"
"master_l.palavanensis_females.wav",41,44.5433786848073,44.6221088435374,0.6984,7.8821,"JG13_Lp039.WAV_1"
"master_l.palavanensis_females.wav",42,45.6221088435374,45.6970294784581,0.5488,7.9819,"JG13_Lp039.WAV_2"
"master_l.palavanensis_females.wav",43,46.697029478458,46.7668707482993,0.449,7.5329,"JG13_Lp039.WAV_3"
"master_l.palavanensis_females.wav",44,47.7668707482993,47.8297052154195,0.8481,9.4785,"JG13_Lp042.WAV_1"
"master_l.palavanensis_females.wav",45,48.8297052154195,48.8925396825397,0.7483,6.7347,"JG13_Lp042.WAV_2"
"master_l.palavanensis_females.wav",46,49.8925396825397,50.8925396825397,1.17232545392787,2.64815842700099,"end_marker"
